quote_id,partner_id,claim_id,vehicle_id,yard_id,quote_date,quoted_tow_price,quoted_daily_storage_rate,free_storage_days,expected_days_in_yard,expected_billable_storage_days,estimated_total_cost_to_partner,estimated_salvage_value,net_expected_recovery,competitor_estimated_total_cost,price_gap_vs_competitor,partner_price_sensitivity_score,yard_capacity_utilization,predicted_acceptance_probability,accepted_flag,lost_reason,expected_margin,recommended_tow_price,recommended_daily_storage_rate,pricing_strategy
QTE002208,P024,CLM008975,VEH008975,YARD_AUS_01,2025-06-14,414,36,0,37,37,1746,500,-1246,1557,189,22,0.74,0.87,1,accepted,992,426,37,balanced
QTE002209,P035,CLM000868,VEH000868,YARD_OKC_01,2025-03-20,357,22,3,49,46,1369,3378,2009,1095,274,70,0.47,0.47,0,price_too_high,598,368,23,balanced
QTE002210,P003,CLM009159,VEH009159,YARD_AUS_01,2025-07-04,395,25,7,28,21,920,6423,5503,922,-2,67,0.80,0.60,0,distance_too_far,305,407,26,acceptance_max
QTE002211,P023,CLM006438,VEH006438,YARD_AUS_01,2025-03-02,433,24,7,60,53,1705,8422,6717,1947,-242,61,1.04,0.71,0,unknown,534,446,25,acceptance_max
QTE002212,P005,CLM008812,VEH008812,YARD_AUS_01,2025-01-06,515,34,3,30,27,1433,7060,5627,1657,-224,32,0.84,0.93,1,accepted,686,530,35,balanced
QTE002213,P004,CLM004868,VEH004868,YARD_HOU_01,2025-05-05,250,28,0,1,1,278,4925,4647,222,56,69,0.56,0.63,1,accepted,104,258,29,acceptance_max
QTE002214,P035,CLM000882,VEH000882,YARD_OKC_01,2025-07-17,243,26,3,42,39,1257,684,-573,1279,-22,70,1.12,0.48,0,unknown,684,250,27,acceptance_max
QTE002215,P028,CLM003270,VEH003270,YARD_HOU_01,2025-03-01,395,29,0,80,80,2715,12672,9957,2925,-210,27,0.77,0.96,1,accepted,1454,407,30,acceptance_max
QTE002216,P003,CLM007651,VEH007651,YARD_HOU_01,2025-07-14,258,26,7,47,40,1298,3408,2110,1326,-28,67,1.08,0.52,0,distance_too_far,677,266,27,acceptance_max
QTE002217,P023,CLM008379,VEH008379,YARD_HOU_01,2025-07-07,350,28,7,58,51,1778,6449,4671,1744,34,61,0.73,0.73,1,accepted,928,360,29,acceptance_max
QTE002218,P023,CLM008631,VEH008631,YARD_HOU_01,2025-06-05,314,29,7,40,33,1271,8964,7693,1177,94,61,0.85,0.72,1,accepted,630,323,30,balanced
QTE002219,P019,CLM006105,VEH006105,YARD_OKC_01,2025-01-26,309,25,7,68,61,1834,3812,1978,1506,328,78,0.79,0.43,1,accepted,893,284,22,acceptance_max
QTE002220,P037,CLM004255,VEH004255,YARD_HOU_01,2025-07-21,425,25,3,36,33,1250,10527,9277,1151,99,80,0.96,0.50,1,accepted,424,391,22,partner_retention
QTE002221,P013,CLM002426,VEH002426,YARD_AUS_01,2025-05-02,410,25,0,41,41,1435,5363,3928,1780,-345,47,0.57,0.78,1,accepted,536,422,26,balanced
QTE002222,P037,CLM009835,VEH009835,YARD_DAL_01,2025-05-08,253,19,3,15,12,481,6465,5984,538,-57,80,0.72,0.52,0,unknown,189,233,17,margin_max
QTE002223,P002,CLM004186,VEH004186,YARD_AUS_01,2025-04-13,317,27,3,39,36,1289,4751,3462,1462,-173,61,0.98,0.68,1,accepted,605,327,28,partner_retention
QTE002224,P027,CLM002632,VEH002632,YARD_AUS_01,2025-04-12,307,24,3,77,74,2083,2503,420,1822,261,78,0.84,0.50,0,competitor_relationship,860,282,22,acceptance_max
QTE002225,P023,CLM009113,VEH009113,YARD_OKC_01,2025-02-07,418,25,7,42,35,1293,6429,5136,1085,208,61,0.80,0.66,0,price_too_high,408,431,26,partner_retention
QTE002226,P032,CLM001061,VEH001061,YARD_HOU_01,2024-12-30,436,29,7,64,57,2089,6889,4800,1960,129,61,0.54,0.67,1,accepted,831,449,30,partner_retention
QTE002227,P005,CLM009792,VEH009792,YARD_OKC_01,2025-05-16,387,32,3,9,6,579,15063,14484,547,32,32,0.54,0.97,1,accepted,234,399,33,acceptance_max
QTE002228,P039,CLM005484,VEH005484,YARD_DAL_01,2025-02-19,272,20,0,51,51,1292,688,-604,1151,141,77,1.03,0.43,1,accepted,619,250,18,acceptance_max
QTE002229,P006,CLM001005,VEH001005,YARD_AUS_01,2025-01-11,321,37,5,32,27,1320,13917,12597,1282,38,52,0.69,0.77,1,accepted,817,331,38,balanced
QTE002230,P003,CLM002395,VEH002395,YARD_HOU_01,2025-04-02,322,31,7,53,46,1748,554,-1194,1897,-149,67,0.96,0.55,0,storage_fee_too_high,961,332,32,margin_max
QTE002231,P014,CLM006418,VEH006418,YARD_HOU_01,2025-02-10,369,18,0,53,53,1323,500,-823,1216,107,65,0.76,0.61,0,slow_pickup,399,380,19,balanced
QTE002232,P035,CLM009570,VEH009570,YARD_DAL_01,2025-06-04,317,29,3,27,24,1013,500,-513,1061,-48,70,0.73,0.55,1,accepted,554,327,30,partner_retention
QTE002233,P005,CLM009597,VEH009597,YARD_OKC_01,2025-04-07,346,42,3,27,24,1354,24331,22977,1137,217,32,0.85,0.97,1,accepted,833,356,44,balanced
QTE002234,P003,CLM007590,VEH007590,YARD_HOU_01,2025-05-28,354,31,7,40,33,1377,9332,7955,1376,1,67,0.65,0.62,0,competitor_relationship,627,365,32,balanced
QTE002235,P037,CLM000264,VEH000264,YARD_HOU_01,2025-01-20,220,19,3,37,34,866,9739,8873,843,23,80,0.89,0.54,0,distance_too_far,403,202,17,partner_retention
QTE002236,P037,CLM002977,VEH002977,YARD_DAL_01,2025-01-04,356,23,3,63,60,1736,500,-1236,1747,-11,80,0.97,0.46,1,accepted,798,328,21,balanced
QTE002237,P019,CLM006928,VEH006928,YARD_AUS_01,2025-02-25,185,23,7,57,50,1335,598,-737,1652,-317,78,0.98,0.51,1,accepted,776,170,21,acceptance_max
QTE002238,P031,CLM003991,VEH003991,YARD_AUS_01,2025-01-20,293,31,14,4,0,293,19810,19517,380,-87,51,0.38,0.84,0,competitor_relationship,60,302,32,margin_max
QTE002239,P002,CLM004558,VEH004558,YARD_OKC_01,2025-04-22,436,32,3,42,39,1684,7220,5536,1605,79,61,1.05,0.64,1,accepted,752,449,33,balanced
QTE002240,P008,CLM008200,VEH008200,YARD_HOU_01,2025-05-13,338,18,0,72,72,1634,500,-1134,1647,-13,55,0.93,0.66,0,distance_too_far,505,348,19,capacity_control
QTE002241,P004,CLM006519,VEH006519,YARD_AUS_01,2025-05-09,322,33,0,47,47,1873,9761,7888,1960,-87,69,0.94,0.68,1,accepted,1230,332,34,acceptance_max
QTE002242,P023,CLM008886,VEH008886,YARD_AUS_01,2025-02-08,372,22,7,43,36,1164,10896,9732,1268,-104,61,0.83,0.77,1,accepted,392,383,23,acceptance_max
QTE002243,P023,CLM008729,VEH008729,YARD_OKC_01,2025-04-20,396,24,7,36,29,1092,8154,7062,1005,87,61,0.82,0.72,0,storage_fee_too_high,351,408,25,acceptance_max
QTE002244,P026,CLM000888,VEH000888,YARD_OKC_01,2025-06-20,331,21,0,69,69,1780,2863,1083,1394,386,96,0.83,0.27,1,accepted,768,305,19,partner_retention
QTE002245,P040,CLM007575,VEH007575,YARD_OKC_01,2025-05-13,471,29,7,54,47,1834,4509,2675,1603,231,48,0.83,0.64,0,distance_too_far,736,485,30,acceptance_max
QTE002246,P039,CLM009247,VEH009247,YARD_HOU_01,2025-05-11,338,21,0,44,44,1262,1546,284,1157,105,77,0.89,0.49,1,accepted,489,311,19,partner_retention
QTE002247,P020,CLM007187,VEH007187,YARD_OKC_01,2025-05-26,281,38,0,21,21,1079,27593,26514,1128,-49,34,0.70,0.97,1,accepted,710,289,40,margin_max
QTE002248,P028,CLM006885,VEH006885,YARD_HOU_01,2025-03-04,333,32,0,20,20,973,22583,21610,932,41,27,1.15,0.93,1,accepted,578,343,33,capacity_control
QTE002249,P028,CLM002943,VEH002943,YARD_AUS_01,2025-05-06,476,35,0,46,46,2086,20297,18211,1912,174,27,0.53,0.95,1,accepted,1174,490,36,acceptance_max
QTE002250,P026,CLM007207,VEH007207,YARD_HOU_01,2025-02-23,297,20,0,29,29,877,2538,1661,899,-22,96,1.00,0.38,1,accepted,306,273,18,partner_retention
QTE002251,P030,CLM002957,VEH002957,YARD_HOU_01,2025-03-31,404,34,0,10,10,744,6953,6209,839,-95,50,0.79,0.76,0,distance_too_far,350,416,35,acceptance_max
QTE002252,P007,CLM004570,VEH004570,YARD_HOU_01,2024-12-31,299,25,3,32,29,1024,4840,3816,1068,-44,44,0.69,0.81,1,accepted,507,308,26,capacity_control
QTE002253,P023,CLM001244,VEH001244,YARD_AUS_01,2025-01-31,208,31,7,50,43,1541,3039,1498,1613,-72,61,0.82,0.71,0,price_too_high,979,214,32,margin_max
QTE002254,P033,CLM009948,VEH009948,YARD_OKC_01,2025-03-28,383,35,0,18,18,1013,500,-513,827,186,51,0.89,0.64,1,accepted,529,394,36,margin_max
QTE002255,P020,CLM009509,VEH009509,YARD_HOU_01,2025-06-22,446,34,0,98,98,3778,10403,6625,4503,-725,34,0.85,0.90,1,accepted,2095,459,35,capacity_control
QTE002256,P014,CLM000800,VEH000800,YARD_HOU_01,2025-03-05,262,19,0,26,26,756,500,-256,731,25,65,0.88,0.64,1,accepted,332,270,20,capacity_control
QTE002257,P028,CLM003156,VEH003156,YARD_OKC_01,2025-05-10,426,29,0,73,73,2543,3090,547,2827,-284,27,0.82,0.89,0,price_too_high,1337,439,30,balanced
QTE002258,P024,CLM008546,VEH008546,YARD_AUS_01,2025-06-09,360,25,0,46,46,1510,7139,5629,1490,20,22,0.84,0.97,1,accepted,759,371,26,margin_max
QTE002259,P040,CLM000494,VEH000494,YARD_AUS_01,2025-05-01,386,27,7,18,11,683,9151,8468,606,77,48,0.94,0.72,1,accepted,248,398,28,partner_retention
QTE002260,P006,CLM006487,VEH006487,YARD_AUS_01,2025-01-08,302,29,5,28,23,969,16152,15183,906,63,52,0.70,0.77,0,distance_too_far,485,311,30,margin_max
QTE002261,P035,CLM003503,VEH003503,YARD_AUS_01,2025-04-08,225,31,3,62,59,2054,4575,2521,2180,-126,70,0.95,0.56,1,accepted,1389,232,32,capacity_control
QTE002262,P023,CLM008309,VEH008309,YARD_AUS_01,2025-07-23,288,28,7,59,52,1744,9667,7923,1454,290,61,0.69,0.66,1,accepted,1018,297,29,margin_max
QTE002263,P014,CLM001104,VEH001104,YARD_AUS_01,2025-05-01,261,16,0,42,42,933,500,-433,934,-1,65,0.60,0.65,1,accepted,278,269,17,partner_retention
QTE002264,P015,CLM001370,VEH001370,YARD_AUS_01,2025-02-03,413,30,3,41,38,1553,5420,3867,1567,-14,18,0.79,0.97,1,accepted,806,425,31,margin_max
QTE002265,P015,CLM001862,VEH001862,YARD_OKC_01,2025-05-02,383,30,3,94,91,3113,500,-2613,2858,255,18,0.64,0.86,1,accepted,1670,394,31,margin_max
QTE002266,P040,CLM000669,VEH000669,YARD_OKC_01,2025-05-08,450,32,7,51,44,1858,672,-1186,1854,4,48,0.81,0.70,0,distance_too_far,830,464,33,margin_max
QTE002267,P014,CLM004699,VEH004699,YARD_OKC_01,2025-07-25,194,15,0,33,33,689,500,-189,570,119,65,0.73,0.61,1,accepted,261,200,16,acceptance_max
QTE002268,P015,CLM008826,VEH008826,YARD_OKC_01,2025-05-03,318,22,3,24,21,780,995,215,808,-28,18,0.73,0.95,1,accepted,302,328,23,balanced
QTE002269,P012,CLM008969,VEH008969,YARD_HOU_01,2025-07-12,316,27,3,58,55,1801,11386,9585,1571,230,58,0.79,0.65,1,accepted,940,325,28,acceptance_max
QTE002270,P024,CLM006226,VEH006226,YARD_HOU_01,2025-04-05,428,26,0,31,31,1234,8638,7404,1198,36,22,0.82,0.97,1,accepted,564,441,27,capacity_control
QTE002271,P028,CLM004298,VEH004298,YARD_DAL_01,2025-07-11,368,39,0,41,41,1967,14471,12504,1583,384,27,1.05,0.79,1,accepted,1212,379,41,margin_max
QTE002272,P005,CLM001352,VEH001352,YARD_AUS_01,2025-02-20,432,37,3,59,56,2504,16246,13742,2998,-494,32,0.91,0.97,1,accepted,1354,445,38,balanced
QTE002273,P010,CLM005992,VEH005992,YARD_HOU_01,2025-07-24,413,44,14,31,17,1161,22098,20937,1214,-53,25,0.94,0.97,1,accepted,607,425,46,capacity_control
QTE002274,P021,CLM002914,VEH002914,YARD_OKC_01,2025-04-12,226,30,7,27,20,826,3418,2592,725,101,71,0.70,0.58,0,storage_fee_too_high,443,208,27,balanced
QTE002275,P028,CLM005895,VEH005895,YARD_DAL_01,2025-02-05,364,33,0,25,25,1189,10177,8988,1035,154,27,0.77,0.88,1,accepted,726,375,34,partner_retention
QTE002276,P029,CLM003644,VEH003644,YARD_DAL_01,2025-02-12,312,24,3,39,36,1176,8620,7444,1228,-52,36,1.00,0.84,1,accepted,593,321,25,acceptance_max
QTE002277,P023,CLM009399,VEH009399,YARD_AUS_01,2025-01-22,361,30,7,33,26,1141,9850,8709,1300,-159,61,0.82,0.76,1,accepted,430,372,31,partner_retention
QTE002278,P007,CLM007633,VEH007633,YARD_HOU_01,2025-07-17,266,21,3,59,56,1442,767,-675,1152,290,44,0.98,0.65,1,accepted,686,274,22,margin_max
QTE002279,P028,CLM004585,VEH004585,YARD_DAL_01,2025-06-24,452,38,0,76,76,3340,3228,-112,3038,302,27,0.79,0.78,0,competitor_relationship,2206,466,40,capacity_control
QTE002280,P023,CLM002870,VEH002870,YARD_AUS_01,2025-06-19,335,31,7,1,0,335,3685,3350,292,43,61,0.60,0.70,1,accepted,104,345,32,acceptance_max
QTE002281,P014,CLM005256,VEH005256,YARD_OKC_01,2025-04-02,306,19,0,27,27,819,500,-319,841,-22,65,0.93,0.65,1,accepted,275,315,20,margin_max
QTE002282,P035,CLM004686,VEH004686,YARD_DAL_01,2025-01-06,248,28,3,18,15,668,6979,6311,750,-82,70,0.92,0.59,1,accepted,330,255,29,acceptance_max
QTE002283,P010,CLM001524,VEH001524,YARD_DAL_01,2025-04-28,393,39,14,69,55,2538,26237,23699,2675,-137,25,1.06,0.97,1,accepted,1405,405,41,partner_retention
QTE002284,P028,CLM000816,VEH000816,YARD_OKC_01,2025-07-23,444,35,0,43,43,1949,500,-1449,2103,-154,27,0.86,0.87,0,competitor_relationship,1054,457,36,balanced
QTE002285,P015,CLM008097,VEH008097,YARD_HOU_01,2025-02-28,299,29,3,23,20,879,500,-379,892,-13,18,0.85,0.95,1,accepted,455,308,30,acceptance_max
QTE002286,P036,CLM001507,VEH001507,YARD_HOU_01,2025-03-25,324,30,5,62,57,2034,1521,-513,1969,65,70,0.77,0.60,1,accepted,1210,334,31,acceptance_max
QTE002287,P005,CLM006574,VEH006574,YARD_OKC_01,2025-05-14,371,31,3,35,32,1363,22800,21437,999,364,32,0.83,0.92,1,accepted,832,382,32,acceptance_max
QTE002288,P026,CLM001191,VEH001191,YARD_AUS_01,2025-02-04,229,24,0,69,69,1885,1272,-613,2141,-256,96,1.15,0.31,1,accepted,1044,211,22,acceptance_max
QTE002289,P040,CLM004263,VEH004263,YARD_HOU_01,2025-04-30,328,30,7,34,27,1138,10555,9417,1170,-32,48,0.90,0.77,0,price_too_high,531,338,31,balanced
QTE002290,P035,CLM002025,VEH002025,YARD_DAL_01,2025-05-18,343,30,3,74,71,2473,500,-1973,2454,19,70,1.07,0.49,1,accepted,1297,353,31,partner_retention
QTE002291,P039,CLM000258,VEH000258,YARD_OKC_01,2025-06-06,275,19,0,55,55,1320,500,-820,1546,-226,77,1.12,0.45,1,accepted,469,253,17,balanced
QTE002292,P002,CLM001373,VEH001373,YARD_AUS_01,2025-05-07,451,28,3,22,19,983,11851,10868,953,30,61,0.97,0.72,0,distance_too_far,372,465,29,margin_max
QTE002293,P031,CLM002752,VEH002752,YARD_DAL_01,2025-06-20,368,43,14,66,52,2604,24257,21653,2915,-311,51,0.87,0.87,1,accepted,1580,379,45,acceptance_max
QTE002294,P023,CLM003298,VEH003298,YARD_AUS_01,2025-04-05,238,32,7,50,43,1614,4283,2669,1905,-291,61,0.70,0.72,0,price_too_high,1003,245,33,capacity_control
QTE002295,P028,CLM009088,VEH009088,YARD_AUS_01,2025-02-16,429,29,0,36,36,1473,6625,5152,1485,-12,27,0.77,0.91,1,accepted,725,442,30,partner_retention
QTE002296,P040,CLM009555,VEH009555,YARD_AUS_01,2025-02-13,411,36,7,38,31,1527,14966,13439,1274,253,48,1.08,0.65,1,accepted,828,423,37,capacity_control
QTE002297,P031,CLM009986,VEH009986,YARD_DAL_01,2025-01-04,344,32,14,67,53,2040,5347,3307,2606,-566,51,0.79,0.73,1,accepted,1210,354,33,acceptance_max
QTE002298,P037,CLM003977,VEH003977,YARD_HOU_01,2025-06-12,438,26,3,37,34,1322,4803,3481,1087,235,80,0.84,0.43,0,price_too_high,496,403,23,balanced
QTE002299,P013,CLM006496,VEH006496,YARD_OKC_01,2025-02-18,475,33,0,63,63,2554,5064,2510,2694,-140,47,0.86,0.78,1,accepted,1332,489,34,balanced
QTE002300,P029,CLM006196,VEH006196,YARD_OKC_01,2025-07-23,463,27,3,32,29,1246,7696,6450,1166,80,36,0.76,0.84,1,accepted,468,477,28,capacity_control
QTE002301,P028,CLM007320,VEH007320,YARD_DAL_01,2025-03-07,370,31,0,57,57,2137,17379,15242,2426,-289,27,0.76,0.97,1,accepted,1214,381,32,balanced
QTE002302,P023,CLM003139,VEH003139,YARD_OKC_01,2025-04-18,399,23,7,90,83,2308,500,-1808,2286,22,61,0.63,0.69,1,accepted,912,411,24,balanced
QTE002303,P025,CLM009109,VEH009109,YARD_AUS_01,2025-01-08,239,22,0,80,80,1999,1459,-540,1873,126,88,1.00,0.37,0,competitor_relationship,1068,220,20,balanced
QTE002304,P023,CLM004792,VEH004792,YARD_AUS_01,2025-07-20,244,30,7,26,19,814,5287,4473,754,60,61,1.05,0.66,0,price_too_high,404,251,31,acceptance_max
QTE002305,P015,CLM008807,VEH008807,YARD_HOU_01,2025-05-24,331,23,3,40,37,1182,5286,4104,1186,-4,18,0.93,0.97,1,accepted,497,341,24,acceptance_max
QTE002306,P028,CLM008184,VEH008184,YARD_OKC_01,2025-01-07,448,35,0,81,81,3283,5502,2219,3528,-245,27,0.66,0.90,1,accepted,1901,461,36,partner_retention
QTE002307,P014,CLM008813,VEH008813,YARD_DAL_01,2025-04-13,196,18,0,30,30,736,500,-236,618,118,65,1.01,0.58,0,price_too_high,324,202,19,acceptance_max
QTE002308,P014,CLM001839,VEH001839,YARD_DAL_01,2025-05-12,374,20,0,30,30,974,500,-474,897,77,65,0.85,0.62,0,slow_pickup,310,385,21,margin_max
QTE002309,P029,CLM007259,VEH007259,YARD_DAL_01,2025-04-03,341,33,3,46,43,1760,2976,1216,1882,-122,36,0.83,0.83,1,accepted,1044,351,34,balanced
QTE002310,P015,CLM003199,VEH003199,YARD_HOU_01,2025-06-10,363,22,3,59,56,1595,4034,2439,1555,40,18,0.61,0.96,1,accepted,554,374,23,partner_retention
QTE002311,P003,CLM000640,VEH000640,YARD_HOU_01,2025-07-13,325,30,7,45,38,1465,3349,1884,1357,108,67,0.79,0.54,1,accepted,673,335,31,partner_retention
QTE002312,P019,CLM007056,VEH007056,YARD_DAL_01,2025-07-20,224,20,7,41,34,904,500,-404,885,19,78,0.80,0.52,0,competitor_relationship,336,206,18,acceptance_max
QTE002313,P011,CLM003044,VEH003044,YARD_AUS_01,2025-02-22,315,33,7,36,29,1272,12526,11254,1172,100,78,0.73,0.57,1,accepted,677,290,30,acceptance_max
QTE002314,P040,CLM000507,VEH000507,YARD_DAL_01,2025-05-10,436,27,7,28,21,1003,3354,2351,1018,-15,48,0.90,0.72,1,accepted,319,449,28,acceptance_max
QTE002315,P004,CLM009132,VEH009132,YARD_HOU_01,2025-03-14,365,27,0,67,67,2174,9187,7013,2095,79,69,0.80,0.65,0,price_too_high,1151,376,28,capacity_control
QTE002316,P037,CLM008534,VEH008534,YARD_DAL_01,2025-07-01,268,24,3,23,20,748,10260,9512,766,-18,80,0.72,0.55,1,accepted,310,247,22,balanced
QTE002317,P004,CLM002821,VEH002821,YARD_OKC_01,2025-05-14,216,30,0,34,34,1236,1352,116,1259,-23,69,0.83,0.63,1,accepted,790,222,31,balanced
QTE002318,P022,CLM008212,VEH008212,YARD_DAL_01,2025-05-24,368,29,14,50,36,1412,13003,11591,1337,75,42,0.89,0.81,0,price_too_high,565,379,30,margin_max
QTE002319,P005,CLM001509,VEH001509,YARD_DAL_01,2025-02-22,446,37,3,39,36,1778,9582,7804,1634,144,32,0.58,0.90,1,accepted,951,459,38,acceptance_max
QTE002320,P031,CLM002587,VEH002587,YARD_HOU_01,2025-02-13,389,32,14,34,20,1029,13303,12274,1110,-81,51,0.76,0.79,0,distance_too_far,353,401,33,balanced
QTE002321,P023,CLM009474,VEH009474,YARD_HOU_01,2025-01-21,265,29,7,28,21,874,500,-374,945,-71,61,0.82,0.69,1,accepted,414,273,30,margin_max
QTE002322,P022,CLM002938,VEH002938,YARD_OKC_01,2025-05-30,375,26,14,45,31,1181,6265,5084,1221,-40,42,0.40,0.79,0,price_too_high,315,386,27,partner_retention
QTE002323,P007,CLM003241,VEH003241,YARD_OKC_01,2025-03-02,286,22,3,69,66,1738,500,-1238,1636,102,44,0.68,0.74,0,distance_too_far,733,295,23,acceptance_max
QTE002324,P021,CLM009169,VEH009169,YARD_OKC_01,2025-06-26,365,28,7,44,37,1401,3296,1895,1079,322,71,0.79,0.50,0,storage_fee_too_high,632,336,25,margin_max
QTE002325,P014,CLM007970,VEH007970,YARD_DAL_01,2025-05-08,284,15,0,68,68,1304,500,-804,1184,120,65,1.07,0.56,1,accepted,255,293,16,acceptance_max
QTE002326,P037,CLM000378,VEH000378,YARD_AUS_01,2025-07-22,333,26,3,28,25,983,500,-483,958,25,80,0.77,0.47,1,accepted,474,306,23,capacity_control
QTE002327,P034,CLM000249,VEH000249,YARD_DAL_01,2025-07-15,299,23,5,18,13,598,1036,438,638,-40,63,0.79,0.58,0,price_too_high,174,308,24,acceptance_max
QTE002328,P005,CLM007693,VEH007693,YARD_DAL_01,2025-01-02,435,39,3,24,21,1254,9423,8169,1193,61,32,0.87,0.93,1,accepted,651,448,41,acceptance_max
QTE002329,P035,CLM004076,VEH004076,YARD_HOU_01,2025-06-15,295,23,3,46,43,1284,12700,11416,1235,49,70,0.68,0.62,1,accepted,553,304,24,acceptance_max
QTE002330,P023,CLM007781,VEH007781,YARD_OKC_01,2025-05-24,407,23,7,48,41,1350,6607,5257,1344,6,61,0.76,0.74,1,accepted,449,419,24,balanced
QTE002331,P007,CLM000463,VEH000463,YARD_OKC_01,2025-04-18,355,26,3,51,48,1603,500,-1103,1561,42,44,1.06,0.71,0,slow_pickup,701,366,27,balanced
QTE002332,P014,CLM007418,VEH007418,YARD_OKC_01,2025-01-27,206,16,0,18,18,494,500,6,481,13,65,0.71,0.65,1,accepted,190,212,17,capacity_control
QTE002333,P004,CLM006525,VEH006525,YARD_AUS_01,2025-04-04,429,34,0,57,57,2367,8523,6156,2531,-164,69,0.65,0.68,1,accepted,1291,442,35,balanced
QTE002334,P005,CLM000392,VEH000392,YARD_DAL_01,2025-02-11,496,39,3,33,30,1666,4265,2599,1550,116,32,0.66,0.87,0,price_too_high,899,511,41,balanced
QTE002335,P003,CLM004955,VEH004955,YARD_AUS_01,2025-03-29,342,28,7,52,45,1602,12737,11135,1903,-301,67,1.07,0.60,1,accepted,752,352,29,partner_retention
QTE002336,P023,CLM003559,VEH003559,YARD_OKC_01,2025-07-19,251,23,7,36,29,918,500,-418,844,74,61,0.81,0.67,1,accepted,407,259,24,acceptance_max
QTE002337,P005,CLM001024,VEH001024,YARD_HOU_01,2025-07-12,436,31,3,25,22,1118,12630,11512,1234,-116,32,1.10,0.91,1,accepted,509,449,32,acceptance_max
QTE002338,P013,CLM007745,VEH007745,YARD_OKC_01,2025-03-20,304,26,0,72,72,2176,500,-1676,2242,-66,47,1.15,0.67,1,accepted,1309,313,27,balanced
QTE002339,P015,CLM002887,VEH002887,YARD_AUS_01,2025-06-01,449,26,3,68,65,2139,500,-1639,2412,-273,18,1.03,0.91,1,accepted,896,462,27,margin_max
QTE002340,P005,CLM001309,VEH001309,YARD_DAL_01,2025-07-10,386,44,3,55,52,2674,11459,8785,2762,-88,32,0.91,0.96,1,accepted,1888,398,46,margin_max
QTE002341,P028,CLM002934,VEH002934,YARD_AUS_01,2025-01-27,474,36,0,8,8,762,23618,22856,836,-74,27,0.69,0.97,1,accepted,334,488,37,acceptance_max
QTE002342,P037,CLM001469,VEH001469,YARD_DAL_01,2025-06-04,359,26,3,54,51,1685,500,-1185,915,770,80,0.98,0.19,0,competitor_relationship,719,330,23,margin_max
QTE002343,P023,CLM005699,VEH005699,YARD_AUS_01,2025-07-12,321,23,7,46,39,1218,3367,2149,1143,75,61,0.86,0.69,0,competitor_relationship,431,331,24,balanced
QTE002344,P015,CLM003496,VEH003496,YARD_OKC_01,2025-01-31,390,31,3,42,39,1599,6104,4505,1741,-142,18,0.90,0.97,1,accepted,845,402,32,partner_retention
QTE002345,P037,CLM007550,VEH007550,YARD_AUS_01,2025-07-12,298,20,3,1,0,298,12553,12255,317,-19,80,0.96,0.56,1,accepted,92,274,18,partner_retention
QTE002346,P023,CLM003439,VEH003439,YARD_DAL_01,2025-06-19,267,27,7,51,44,1455,5414,3959,1410,45,61,0.56,0.71,1,accepted,748,275,28,margin_max
QTE002347,P028,CLM001644,VEH001644,YARD_DAL_01,2025-03-26,491,29,0,84,84,2927,1863,-1064,2717,210,27,0.81,0.80,0,distance_too_far,1378,506,30,balanced
QTE002348,P032,CLM009185,VEH009185,YARD_HOU_01,2025-07-29,314,22,7,8,1,336,12103,11767,372,-36,61,0.83,0.75,1,accepted,28,323,23,acceptance_max
QTE002349,P023,CLM008989,VEH008989,YARD_AUS_01,2025-03-31,308,29,7,1,0,308,10210,9902,354,-46,61,0.86,0.76,1,accepted,95,317,30,balanced
QTE002350,P015,CLM001208,VEH001208,YARD_HOU_01,2025-05-26,256,31,3,40,37,1403,5985,4582,1375,28,18,0.68,0.97,1,accepted,871,264,32,acceptance_max
QTE002351,P006,CLM009042,VEH009042,YARD_HOU_01,2025-06-07,464,35,5,58,53,2319,500,-1819,2173,146,52,0.70,0.63,1,accepted,1235,478,36,margin_max
QTE002352,P038,CLM008840,VEH008840,YARD_OKC_01,2025-01-28,249,25,5,49,44,1349,500,-849,1442,-93,73,0.81,0.52,1,accepted,658,229,22,acceptance_max
QTE002353,P014,CLM009019,VEH009019,YARD_DAL_01,2025-07-05,375,14,0,59,59,1201,500,-701,1193,8,65,0.46,0.65,1,accepted,49,386,15,partner_retention
QTE002354,P003,CLM008104,VEH008104,YARD_AUS_01,2025-02-04,392,29,7,62,55,1987,16869,14882,2055,-68,67,0.92,0.67,0,storage_fee_too_high,989,404,30,partner_retention
QTE002355,P028,CLM009013,VEH009013,YARD_AUS_01,2025-03-16,375,41,0,63,63,2958,1334,-1624,2641,317,27,1.05,0.72,1,accepted,2049,386,43,balanced
QTE002356,P028,CLM008620,VEH008620,YARD_AUS_01,2025-04-09,437,33,0,20,20,1097,16774,15677,1133,-36,27,0.78,0.97,1,accepted,519,450,34,margin_max
QTE002357,P020,CLM000880,VEH000880,YARD_DAL_01,2025-07-09,354,44,0,60,60,2994,16983,13989,2770,224,34,0.96,0.85,1,accepted,2115,365,46,acceptance_max
QTE002358,P004,CLM006190,VEH006190,YARD_DAL_01,2025-02-03,257,34,0,22,22,1005,13939,12934,973,32,69,0.57,0.70,1,accepted,659,265,35,balanced
