vehicle_id,claim_id,partner_id,yard_id,arrival_date,sale_date,pickup_date,vehicle_status,make,model,model_year,vehicle_age,vehicle_type,damage_type,damage_severity,drivability_status,title_status,estimated_salvage_value,estimated_sale_probability,expected_days_to_sale,actual_days_to_sale,pickup_required_flag,customer_pickup_flag,carrier_pickup_flag,partner_priority_score,operational_complexity_score,priority_score,created_at,updated_at
VEH004985,CLM004985,P040,YARD_OKC_01,2025-07-19,2025-08-09,,sold_pending_pickup,Kia,Sorento,2017,9,SUV,theft_recovery,severe,runs_and_drives,clean,7858,0.63,31,21,1,0,1,100,52,85.5,2025-07-19 11:53:00,2025-08-31 17:53:00
VEH004986,CLM004986,P005,YARD_AUS_01,2025-05-01,2025-06-09,2025-06-12,picked_up,Kia,Sorento,2013,13,SUV,front_end,moderate,non_running,salvage,4438,0.63,49,39,1,1,0,100,61,89.1,2025-05-01 16:26:00,2025-06-10 16:26:00
VEH004987,CLM004987,P003,YARD_DAL_01,2025-04-20,2025-05-02,2025-05-09,picked_up,Chevrolet,Malibu,2025,1,sedan,side,moderate,non_running,salvage,6595,0.81,16,12,1,0,1,96,65,77.1,2025-04-20 16:26:00,2025-05-11 22:26:00
VEH004988,CLM004988,P015,YARD_HOU_01,2025-07-19,2025-08-02,2025-08-03,picked_up,Toyota,Tacoma,2008,18,pickup,flood,moderate,runs_and_drives,rebuilt,500,0.55,39,14,1,1,0,100,10,84.3,2025-07-19 11:25:00,2025-08-14 18:25:00
VEH004989,CLM004989,P010,YARD_OKC_01,2025-06-20,2025-07-22,2025-07-23,picked_up,Ram,1500,2009,17,pickup,side,moderate,runs_and_drives,missing_title,14480,0.66,44,32,1,1,0,100,37,100,2025-06-20 14:42:00,2025-07-16 14:42:00
VEH004990,CLM004990,P003,YARD_HOU_01,2025-06-13,,,listed,Honda,Civic,2009,17,sedan,side,moderate,non_running,clean,5896,0.58,39,,1,1,0,92,43,78.8,2025-06-13 14:05:00,2025-07-28 13:05:00
VEH004991,CLM004991,P014,YARD_OKC_01,2025-02-14,2025-03-25,2025-03-28,picked_up,Ford,Mustang,2012,14,sedan,theft_recovery,minor,forklift_required,clean,500,0.47,56,39,1,1,0,100,57,68.3,2025-02-14 11:34:00,2025-03-25 10:34:00
VEH004992,CLM004992,P029,YARD_DAL_01,2025-05-07,,,title_pending,Chevrolet,Equinox,2016,10,SUV,theft_recovery,severe,forklift_required,pending_title,7066,0.47,53,,0,0,0,100,77,76.9,2025-05-07 10:34:00,2025-05-11 11:34:00
VEH004993,CLM004993,P031,YARD_AUS_01,2025-04-20,2025-05-04,2025-05-08,picked_up,Chevrolet,Equinox,2025,1,SUV,hail,minor,runs_and_drives,salvage,29727,0.98,18,14,1,1,0,96,29,94.4,2025-04-20 10:00:00,2025-05-25 10:00:00
VEH004994,CLM004994,P015,YARD_OKC_01,2025-04-02,2025-06-02,2025-06-06,picked_up,Ram,2500,2004,22,pickup,mechanical,minor,runs_and_drives,salvage,500,0.53,45,61,1,0,1,100,6,85.0,2025-04-02 13:16:00,2025-05-04 17:16:00
VEH004995,CLM004995,P031,YARD_HOU_01,2025-04-21,,,awaiting_sale,Ford,Mustang,2004,22,sedan,theft_recovery,moderate,non_running,salvage,9300,0.37,59,,0,0,0,100,71,89.1,2025-04-21 11:59:00,2025-04-22 14:59:00
VEH004996,CLM004996,P015,YARD_AUS_01,2025-06-29,2025-09-02,2025-09-08,picked_up,Honda,Pilot,2025,1,SUV,rear_end,severe,forklift_required,salvage,948,0.67,54,65,1,0,1,100,100,68.1,2025-06-29 16:37:00,2025-07-03 20:37:00
VEH004997,CLM004997,P029,YARD_OKC_01,2025-04-07,2025-05-27,,awaiting_sale,Toyota,Corolla,2018,8,sedan,rear_end,total_loss,non_running,pending_title,500,0.27,50,50,0,0,0,100,91,74.3,2025-04-07 17:42:00,2025-05-02 21:42:00
VEH004998,CLM004998,P026,YARD_HOU_01,2025-05-29,,,listed,Ford,Mustang,2018,8,sedan,side,total_loss,non_running,clean,500,0.69,23,,1,1,0,83,60,67.2,2025-05-29 15:35:00,2025-07-08 21:35:00
VEH004999,CLM004999,P036,YARD_HOU_01,2025-07-15,2025-08-09,2025-08-17,picked_up,Chevrolet,Equinox,2012,14,SUV,theft_recovery,moderate,runs_and_drives,salvage,4853,0.55,25,25,1,1,0,94,19,85.0,2025-07-15 11:04:00,2025-08-07 10:04:00
VEH005000,CLM005000,P008,YARD_AUS_01,2025-01-04,,,awaiting_sale,Chevrolet,Tahoe,2008,18,SUV,flood,severe,forklift_required,salvage,500,0.35,68,,1,0,1,100,80,70.2,2025-01-04 14:13:00,2025-01-07 15:13:00
VEH005001,CLM005001,P014,YARD_DAL_01,2025-04-04,,,listed,Nissan,Rogue,2025,1,SUV,theft_recovery,moderate,forklift_required,rebuilt,500,0.72,42,,1,1,0,88,87,56.0,2025-04-04 15:28:00,2025-04-20 14:28:00
VEH005002,CLM005002,P039,YARD_OKC_01,2025-06-07,2025-06-27,2025-07-05,picked_up,Ram,2500,2021,5,pickup,mechanical,severe,non_running,salvage,500,0.63,39,20,1,0,1,95,77,67.2,2025-06-07 16:27:00,2025-06-16 17:27:00
VEH005003,CLM005003,P023,YARD_HOU_01,2025-04-02,,,title_pending,Toyota,Corolla,2012,14,sedan,theft_recovery,moderate,runs_and_drives,clean,8946,0.58,27,,0,0,0,100,37,83.9,2025-04-02 17:23:00,2025-04-19 16:23:00
VEH005004,CLM005004,P037,YARD_OKC_01,2025-03-21,2025-04-22,2025-04-25,picked_up,Ram,3500,2023,3,heavy_vehicle,burn,severe,non_running,salvage,1862,0.61,27,32,1,0,1,87,80,66.1,2025-03-21 16:20:00,2025-03-28 17:20:00
VEH005005,CLM005005,P003,YARD_AUS_01,2025-02-06,2025-03-13,,awaiting_sale,Kia,Telluride,2024,2,SUV,theft_recovery,minor,forklift_required,salvage,16826,0.84,32,35,0,0,0,86,70,70.4,2025-02-06 14:09:00,2025-03-09 15:09:00
VEH005006,CLM005006,P013,YARD_DAL_01,2025-05-25,,,awaiting_sale,Kia,Optima,2011,15,sedan,hail,total_loss,runs_and_drives,salvage,4429,0.45,43,,0,0,0,100,55,82.4,2025-05-25 10:23:00,2025-07-04 15:23:00
VEH005007,CLM005007,P030,YARD_DAL_01,2025-04-21,2025-05-29,2025-06-02,picked_up,Ford,Explorer,2022,4,SUV,flood,moderate,runs_and_drives,salvage,17541,0.88,31,38,1,1,0,100,33,89.8,2025-04-21 10:57:00,2025-05-07 09:57:00
VEH005008,CLM005008,P020,YARD_HOU_01,2025-03-16,2025-04-25,,sold_pending_pickup,Toyota,Tacoma,2019,7,pickup,front_end,total_loss,non_running,salvage,25121,0.81,45,40,1,0,1,100,89,90.0,2025-03-16 15:47:00,2025-04-08 19:47:00
VEH005009,CLM005009,P023,YARD_HOU_01,2025-07-20,2025-09-08,,listed,Toyota,Camry,2007,19,sedan,front_end,moderate,non_running,salvage,2763,0.43,46,50,0,0,0,100,66,78.7,2025-07-20 15:44:00,2025-08-30 19:44:00
VEH005010,CLM005010,P014,YARD_OKC_01,2025-06-01,,,listed,BMW,X5,2006,20,SUV,rear_end,total_loss,runs_and_drives,pending_title,500,0.28,49,,1,0,1,100,52,69.2,2025-06-01 16:56:00,2025-07-13 21:56:00
VEH005011,CLM005011,P013,YARD_AUS_01,2025-02-04,2025-03-06,,sold_pending_pickup,Toyota,Camry,2023,3,sedan,rear_end,severe,runs_and_drives,rebuilt,14557,0.85,27,30,1,0,1,100,39,85.3,2025-02-04 12:43:00,2025-02-24 11:43:00
VEH005012,CLM005012,P028,YARD_HOU_01,2025-02-06,,,title_pending,Chevrolet,Equinox,2004,22,SUV,rear_end,severe,forklift_required,salvage,13850,0.40,84,,1,1,0,100,82,83.5,2025-02-06 14:45:00,2025-03-19 16:45:00
VEH005013,CLM005013,P040,YARD_DAL_01,2025-04-14,2025-05-26,2025-05-28,picked_up,Ram,1500,2021,5,pickup,side,total_loss,runs_and_drives,pending_title,10497,0.80,39,42,1,0,1,100,58,84.4,2025-04-14 16:39:00,2025-04-20 20:39:00
VEH005014,CLM005014,P037,YARD_OKC_01,2025-06-14,2025-07-14,2025-07-20,picked_up,Chevrolet,Silverado,2015,11,pickup,flood,minor,forklift_required,salvage,4274,0.62,35,30,1,1,0,86,70,67.3,2025-06-14 10:23:00,2025-07-16 11:23:00
VEH005015,CLM005015,P027,YARD_OKC_01,2025-01-03,2025-01-19,,sold_pending_pickup,Toyota,RAV4,2026,0,SUV,front_end,severe,runs_and_drives,salvage,1889,0.77,19,16,1,0,1,96,35,81.4,2025-01-03 14:56:00,2025-01-19 18:56:00
VEH005016,CLM005016,P007,YARD_HOU_01,2025-01-17,2025-02-09,2025-02-12,picked_up,Honda,CR-V,2021,5,SUV,theft_recovery,moderate,non_running,clean,2246,0.59,35,23,1,1,0,100,73,70.3,2025-01-17 14:52:00,2025-02-28 16:52:00
VEH005017,CLM005017,P028,YARD_OKC_01,2025-02-21,2025-03-27,2025-04-03,picked_up,Ford,Escape,2023,3,SUV,rear_end,moderate,runs_and_drives,salvage,9775,0.89,40,34,1,1,0,100,40,91.1,2025-02-21 11:42:00,2025-03-31 10:42:00
VEH005018,CLM005018,P037,YARD_HOU_01,2025-04-29,,,awaiting_sale,Honda,Pilot,2017,9,SUV,side,moderate,non_running,salvage,9603,0.71,40,,1,0,1,92,61,72.4,2025-04-29 13:59:00,2025-05-13 15:59:00
VEH005019,CLM005019,P014,YARD_AUS_01,2025-07-29,2025-09-23,,sold_pending_pickup,Honda,Accord,2010,16,sedan,front_end,minor,non_running,clean,500,0.41,58,56,1,0,1,100,69,66.2,2025-07-29 09:48:00,2025-09-05 11:48:00
VEH005020,CLM005020,P019,YARD_HOU_01,2025-05-17,2025-05-31,2025-06-07,picked_up,Nissan,Altima,2020,6,sedan,rear_end,minor,runs_and_drives,rebuilt,5330,0.92,19,14,1,0,1,87,24,73.8,2025-05-17 11:40:00,2025-05-28 15:40:00
VEH005021,CLM005021,P026,YARD_HOU_01,2025-07-14,2025-08-22,,sold_pending_pickup,Honda,CR-V,2020,6,SUV,mechanical,severe,runs_and_drives,rebuilt,500,0.69,33,39,1,0,1,80,37,69.6,2025-07-14 14:51:00,2025-08-21 20:51:00
VEH005022,CLM005022,P037,YARD_HOU_01,2025-07-05,2025-08-10,,listed,BMW,X5,2004,22,SUV,side,moderate,runs_and_drives,salvage,2538,0.57,42,36,0,0,0,75,26,68.9,2025-07-05 13:59:00,2025-07-25 14:59:00
VEH005023,CLM005023,P011,YARD_AUS_01,2025-01-20,2025-02-15,2025-02-16,picked_up,Chevrolet,Silverado,2012,14,pickup,mechanical,total_loss,runs_and_drives,pending_title,4289,0.49,30,26,1,0,1,80,50,72.8,2025-01-20 17:04:00,2025-02-25 00:04:00
VEH005024,CLM005024,P004,YARD_HOU_01,2025-04-13,,,title_pending,Ram,3500,2005,21,heavy_vehicle,theft_recovery,severe,runs_and_drives,salvage,9855,0.57,28,,1,1,0,100,35,87.5,2025-04-13 15:51:00,2025-05-24 21:51:00
VEH005025,CLM005025,P021,YARD_DAL_01,2025-04-24,,,awaiting_sale,BMW,X3,2007,19,SUV,mechanical,severe,runs_and_drives,salvage,1261,0.34,54,,1,1,0,100,58,80.8,2025-04-24 14:00:00,2025-05-10 14:00:00
VEH005026,CLM005026,P028,YARD_OKC_01,2025-04-22,2025-06-04,,sold_pending_pickup,Nissan,Altima,2017,9,sedan,rear_end,moderate,non_running,salvage,8913,0.55,52,43,1,0,1,100,61,87.3,2025-04-22 10:14:00,2025-05-15 09:14:00
VEH005027,CLM005027,P007,YARD_AUS_01,2025-06-01,2025-06-12,,title_pending,Chevrolet,Equinox,2026,0,SUV,hail,moderate,non_running,salvage,1228,0.67,19,11,0,0,0,100,68,71.2,2025-06-01 14:50:00,2025-07-04 17:50:00
VEH005028,CLM005028,P023,YARD_AUS_01,2025-04-30,2025-05-23,2025-05-29,picked_up,Kia,Optima,2018,8,sedan,flood,moderate,forklift_required,salvage,4912,0.52,35,23,1,1,0,100,77,76.7,2025-04-30 14:43:00,2025-05-04 14:43:00
VEH005029,CLM005029,P003,YARD_HOU_01,2025-02-17,2025-03-18,2025-03-22,picked_up,Ford,Mustang,2009,17,sedan,hail,minor,runs_and_drives,missing_title,8578,0.65,22,29,1,0,1,85,11,80.5,2025-02-17 17:42:00,2025-02-19 17:42:00
VEH005030,CLM005030,P006,YARD_HOU_01,2025-04-10,,,title_pending,Kia,Optima,2015,11,sedan,side,total_loss,non_running,salvage,4629,0.34,37,,1,0,1,93,77,80.1,2025-04-10 16:53:00,2025-04-21 17:53:00
VEH005031,CLM005031,P037,YARD_HOU_01,2025-05-17,,,awaiting_sale,Ford,Escape,2023,3,SUV,flood,severe,forklift_required,clean,7299,0.52,31,,0,0,0,78,98,57.6,2025-05-17 13:37:00,2025-06-02 15:37:00
VEH005032,CLM005032,P006,YARD_HOU_01,2025-04-05,2025-06-03,2025-06-09,picked_up,Ford,Mustang,2020,6,sedan,side,moderate,non_running,salvage,4609,0.58,46,59,1,0,1,98,56,86.7,2025-04-05 17:17:00,2025-05-05 20:17:00
VEH005033,CLM005033,P028,YARD_OKC_01,2025-03-12,,,listed,Nissan,Frontier,2021,5,pickup,front_end,severe,non_running,clean,16526,0.74,35,,1,1,0,100,85,83.0,2025-03-12 12:27:00,2025-03-19 11:27:00
VEH005034,CLM005034,P028,YARD_HOU_01,2025-06-20,,,listed,Kia,Optima,2004,22,sedan,front_end,moderate,forklift_required,clean,8590,0.28,62,,1,0,1,100,80,83.9,2025-06-20 16:59:00,2025-07-13 16:59:00
VEH005035,CLM005035,P005,YARD_OKC_01,2025-04-25,2025-06-01,2025-06-07,picked_up,Ford,F-150,2024,2,pickup,hail,minor,runs_and_drives,salvage,6578,0.75,27,37,1,1,0,100,26,95.4,2025-04-25 15:50:00,2025-06-03 14:50:00
VEH005036,CLM005036,P037,YARD_HOU_01,2025-06-14,2025-07-22,,sold_pending_pickup,Nissan,Rogue,2015,11,SUV,rear_end,minor,forklift_required,missing_title,3070,0.71,46,38,1,1,0,86,67,67.9,2025-06-14 13:21:00,2025-06-28 19:21:00
VEH005037,CLM005037,P015,YARD_HOU_01,2025-04-05,2025-05-19,2025-05-25,picked_up,Ram,3500,2008,18,heavy_vehicle,front_end,moderate,runs_and_drives,clean,2756,0.55,38,44,1,1,0,100,24,81.7,2025-04-05 16:53:00,2025-04-27 18:53:00
VEH005038,CLM005038,P026,YARD_OKC_01,2025-01-26,2025-04-07,2025-04-08,picked_up,BMW,X3,2016,10,SUV,hail,severe,non_running,clean,7143,0.60,56,71,1,1,0,67,73,55.5,2025-01-26 14:29:00,2025-02-09 13:29:00
VEH005039,CLM005039,P023,YARD_HOU_01,2025-04-09,,,listed,Ford,Escape,2014,12,SUV,hail,minor,non_running,clean,11905,0.68,37,,1,1,0,100,48,82.0,2025-04-09 09:35:00,2025-05-09 09:35:00
VEH005040,CLM005040,P035,YARD_HOU_01,2025-03-06,2025-05-03,2025-05-04,picked_up,Nissan,Frontier,2012,14,pickup,mechanical,severe,non_running,salvage,511,0.42,56,58,1,1,0,89,78,70.2,2025-03-06 09:25:00,2025-03-11 13:25:00
VEH005041,CLM005041,P011,YARD_AUS_01,2025-07-17,2025-09-27,,sold_pending_pickup,Chevrolet,Equinox,2006,20,SUV,front_end,severe,non_running,pending_title,500,0.51,64,72,1,1,0,97,58,81.2,2025-07-17 12:41:00,2025-08-17 17:41:00
VEH005042,CLM005042,P002,YARD_HOU_01,2025-02-23,2025-03-13,2025-03-17,picked_up,BMW,5 Series,2020,6,sedan,burn,minor,runs_and_drives,clean,6925,0.81,17,18,1,0,1,97,17,86.9,2025-02-23 12:36:00,2025-03-25 19:36:00
VEH005043,CLM005043,P003,YARD_AUS_01,2025-04-23,2025-06-29,,awaiting_sale,Ford,Mustang,2008,18,sedan,theft_recovery,severe,forklift_required,pending_title,8589,0.28,57,67,0,0,0,95,90,72.1,2025-04-23 15:41:00,2025-05-06 16:41:00
VEH005044,CLM005044,P026,YARD_AUS_01,2025-07-25,2025-08-13,,sold_pending_pickup,Ram,2500,2022,4,pickup,front_end,minor,forklift_required,salvage,3461,0.66,36,19,1,1,0,82,63,66.0,2025-07-25 15:35:00,2025-09-08 22:35:00
VEH005045,CLM005045,P029,YARD_AUS_01,2025-02-10,,,listed,Nissan,Altima,2011,15,sedan,front_end,minor,heavy_equipment_required,salvage,5159,0.39,60,,0,0,0,100,79,76.5,2025-02-10 17:25:00,2025-03-27 18:25:00
VEH005046,CLM005046,P013,YARD_AUS_01,2025-03-18,,,listed,Honda,Accord,2008,18,sedan,side,total_loss,non_running,salvage,500,0.25,44,,1,0,1,100,69,79.9,2025-03-18 10:41:00,2025-05-02 17:41:00
VEH005047,CLM005047,P040,YARD_OKC_01,2025-07-19,2025-09-03,2025-09-04,picked_up,Toyota,RAV4,2013,13,SUV,rear_end,moderate,runs_and_drives,salvage,16304,0.73,32,46,1,1,0,100,38,88.0,2025-07-19 16:50:00,2025-08-22 16:50:00
VEH005048,CLM005048,P024,YARD_AUS_01,2025-03-30,,,listed,Honda,Civic,2012,14,sedan,rear_end,severe,runs_and_drives,missing_title,1029,0.55,65,,1,0,1,100,37,85.0,2025-03-30 16:14:00,2025-04-07 21:14:00
VEH005049,CLM005049,P005,YARD_AUS_01,2025-02-04,2025-04-10,2025-04-12,picked_up,Kia,Sorento,2014,12,SUV,flood,moderate,forklift_required,clean,3055,0.64,52,65,1,0,1,100,82,85.4,2025-02-04 16:27:00,2025-02-07 19:27:00
VEH005050,CLM005050,P037,YARD_AUS_01,2025-04-29,,,listed,Honda,Accord,2023,3,sedan,flood,moderate,non_running,missing_title,6667,0.63,28,,0,0,0,92,72,70.4,2025-04-29 09:27:00,2025-06-08 10:27:00
VEH005051,CLM005051,P034,YARD_HOU_01,2025-05-29,2025-07-13,2025-07-18,picked_up,Toyota,Camry,2009,17,sedan,front_end,moderate,non_running,salvage,500,0.47,50,45,1,1,0,81,74,57.8,2025-05-29 09:50:00,2025-07-11 08:50:00
VEH005052,CLM005052,P014,YARD_DAL_01,2025-01-26,2025-03-19,2025-03-25,picked_up,Toyota,Tacoma,2017,9,pickup,rear_end,minor,non_running,rebuilt,500,0.57,46,52,1,0,1,100,65,66.9,2025-01-26 17:59:00,2025-03-02 17:59:00
VEH005053,CLM005053,P011,YARD_AUS_01,2025-01-15,2025-02-07,2025-02-11,picked_up,Toyota,Corolla,2017,9,sedan,flood,severe,runs_and_drives,salvage,7494,0.63,22,23,1,1,0,74,19,74.9,2025-01-15 10:42:00,2025-02-11 09:42:00
VEH005054,CLM005054,P037,YARD_OKC_01,2025-04-27,,,listed,BMW,X5,2011,15,SUV,mechanical,total_loss,runs_and_drives,pending_title,2724,0.56,24,,1,0,1,94,41,77.2,2025-04-27 11:51:00,2025-06-02 17:51:00
VEH005055,CLM005055,P023,YARD_HOU_01,2025-07-21,2025-10-03,2025-10-09,picked_up,Ford,Mustang,2013,13,sedan,rear_end,minor,forklift_required,salvage,12880,0.46,71,74,1,0,1,100,91,74.2,2025-07-21 14:02:00,2025-07-25 16:02:00
VEH005056,CLM005056,P032,YARD_OKC_01,2025-01-14,,,listed,BMW,3 Series,2023,3,sedan,side,moderate,runs_and_drives,salvage,11424,0.87,15,,1,0,1,100,29,86.1,2025-01-14 14:56:00,2025-02-06 13:56:00
VEH005057,CLM005057,P040,YARD_OKC_01,2025-02-22,2025-04-18,,sold_pending_pickup,Ford,Mustang,2011,15,sedan,front_end,moderate,non_running,salvage,8932,0.66,44,55,1,1,0,100,62,83.7,2025-02-22 16:00:00,2025-03-09 22:00:00
VEH005058,CLM005058,P037,YARD_DAL_01,2025-03-05,,,listed,Chevrolet,Equinox,2014,12,SUV,mechanical,minor,runs_and_drives,clean,5134,0.77,29,,1,0,1,68,5,68.6,2025-03-05 09:51:00,2025-03-24 09:51:00
VEH005059,CLM005059,P019,YARD_HOU_01,2025-07-04,,,title_pending,Nissan,Altima,2011,15,sedan,front_end,moderate,runs_and_drives,salvage,1852,0.43,46,,1,1,0,91,36,73.9,2025-07-04 09:01:00,2025-07-14 15:01:00
VEH005060,CLM005060,P003,YARD_HOU_01,2025-02-19,,,listed,Nissan,Sentra,2007,19,sedan,flood,moderate,forklift_required,rebuilt,2659,0.27,63,,1,1,0,87,86,68.1,2025-02-19 14:05:00,2025-04-01 14:05:00
VEH005061,CLM005061,P015,YARD_AUS_01,2025-04-07,2025-05-13,2025-05-14,picked_up,BMW,3 Series,2022,4,sedan,theft_recovery,minor,forklift_required,pending_title,8719,0.67,33,36,1,1,0,100,73,72.9,2025-04-07 15:16:00,2025-04-29 14:16:00
VEH005062,CLM005062,P014,YARD_AUS_01,2025-03-13,2025-04-25,2025-05-03,picked_up,Nissan,Frontier,2022,4,pickup,burn,minor,forklift_required,rebuilt,500,0.65,30,43,1,0,1,100,62,67.4,2025-03-13 17:41:00,2025-04-07 22:41:00
VEH005063,CLM005063,P030,YARD_AUS_01,2025-05-29,,,title_pending,Honda,Accord,2008,18,sedan,flood,moderate,forklift_required,salvage,7324,0.30,55,,1,0,1,100,86,80.2,2025-05-29 13:02:00,2025-07-03 14:02:00
VEH005064,CLM005064,P014,YARD_DAL_01,2025-06-04,,,title_pending,Chevrolet,Tahoe,2019,7,SUV,rear_end,moderate,non_running,clean,500,0.54,30,,1,0,1,100,47,70.1,2025-06-04 09:59:00,2025-07-03 11:59:00
VEH005065,CLM005065,P015,YARD_OKC_01,2025-02-02,2025-02-28,2025-03-08,picked_up,Ford,F-150,2006,20,pickup,flood,moderate,runs_and_drives,rebuilt,597,0.56,29,26,1,1,0,100,23,81.9,2025-02-02 09:18:00,2025-02-28 10:18:00
VEH005066,CLM005066,P007,YARD_AUS_01,2025-04-08,2025-05-23,,sold_pending_pickup,Nissan,Rogue,2026,0,SUV,hail,moderate,forklift_required,salvage,4797,0.74,34,45,1,0,1,100,75,70.0,2025-04-08 13:10:00,2025-04-17 15:10:00
VEH005067,CLM005067,P037,YARD_DAL_01,2025-05-12,2025-06-24,,awaiting_sale,BMW,5 Series,2013,13,sedan,hail,moderate,runs_and_drives,salvage,2028,0.53,35,43,0,0,0,75,30,68.1,2025-05-12 17:45:00,2025-06-11 22:45:00
VEH005068,CLM005068,P031,YARD_AUS_01,2025-07-06,2025-08-06,2025-08-08,picked_up,Nissan,Altima,2009,17,sedan,theft_recovery,minor,runs_and_drives,salvage,18521,0.75,34,31,1,0,1,100,22,97.9,2025-07-06 12:59:00,2025-07-27 12:59:00
VEH005069,CLM005069,P023,YARD_DAL_01,2025-04-21,,,listed,Ram,ProMaster,2006,20,van,mechanical,moderate,runs_and_drives,salvage,9085,0.56,30,,1,1,0,100,34,84.5,2025-04-21 15:16:00,2025-05-11 16:16:00
VEH005070,CLM005070,P014,YARD_AUS_01,2025-01-04,2025-01-31,2025-02-03,picked_up,Kia,Telluride,2014,12,SUV,side,minor,runs_and_drives,pending_title,500,0.74,30,27,1,1,0,100,13,76.2,2025-01-04 15:25:00,2025-01-27 15:25:00
VEH005071,CLM005071,P007,YARD_AUS_01,2025-05-09,,,title_pending,Ford,Mustang,2026,0,sedan,mechanical,moderate,non_running,clean,1619,0.76,31,,0,0,0,100,53,73.9,2025-05-09 14:34:00,2025-06-07 19:34:00
VEH005072,CLM005072,P008,YARD_OKC_01,2025-04-26,2025-05-18,2025-05-20,picked_up,Ram,2500,2026,0,pickup,rear_end,moderate,runs_and_drives,clean,7345,0.86,19,22,1,0,1,100,36,78.1,2025-04-26 16:03:00,2025-05-13 17:03:00
VEH005073,CLM005073,P035,YARD_AUS_01,2025-04-21,,,awaiting_sale,BMW,X5,2005,21,SUV,front_end,severe,non_running,clean,500,0.25,63,,1,1,0,100,64,79.1,2025-04-21 09:58:00,2025-05-13 13:58:00
VEH005074,CLM005074,P014,YARD_HOU_01,2025-07-22,,,listed,Ram,3500,2020,6,heavy_vehicle,flood,total_loss,non_running,salvage,500,0.54,48,,1,1,0,100,92,62.0,2025-07-22 17:00:00,2025-08-13 00:00:00
VEH005075,CLM005075,P003,YARD_DAL_01,2025-07-18,,,awaiting_sale,Kia,Sportage,2021,5,SUV,front_end,minor,forklift_required,salvage,15581,0.76,40,,1,0,1,90,62,74.2,2025-07-18 15:24:00,2025-07-21 20:24:00
VEH005076,CLM005076,P015,YARD_AUS_01,2025-02-01,2025-03-17,,sold_pending_pickup,BMW,X3,2018,8,SUV,rear_end,total_loss,runs_and_drives,rebuilt,500,0.66,39,44,1,1,0,100,40,78.9,2025-02-01 16:01:00,2025-03-14 15:01:00
VEH005077,CLM005077,P038,YARD_OKC_01,2025-02-18,,,awaiting_sale,Chevrolet,Silverado,2007,19,pickup,rear_end,moderate,forklift_required,salvage,500,0.32,68,,1,0,1,78,76,61.2,2025-02-18 16:16:00,2025-02-27 19:16:00
VEH005078,CLM005078,P015,YARD_OKC_01,2025-07-26,,,title_pending,Ram,ProMaster,2008,18,van,flood,moderate,non_running,salvage,500,0.31,52,,1,0,1,100,74,72.7,2025-07-26 14:32:00,2025-08-02 13:32:00
VEH005079,CLM005079,P037,YARD_HOU_01,2025-03-05,,,awaiting_sale,Ram,1500,2008,18,pickup,hail,severe,non_running,clean,500,0.32,56,,1,0,1,81,64,65.5,2025-03-05 14:14:00,2025-03-25 18:14:00
VEH005080,CLM005080,P035,YARD_AUS_01,2025-05-18,,,listed,Chevrolet,Malibu,2020,6,sedan,theft_recovery,severe,non_running,salvage,7060,0.45,36,,1,0,1,87,64,71.5,2025-05-18 13:46:00,2025-06-06 17:46:00
VEH005081,CLM005081,P006,YARD_DAL_01,2025-06-19,2025-08-07,2025-08-13,picked_up,Ram,1500,2014,12,pickup,hail,moderate,runs_and_drives,salvage,15672,0.58,45,49,1,1,0,100,48,89.3,2025-06-19 16:58:00,2025-07-28 16:58:00
VEH005082,CLM005082,P014,YARD_AUS_01,2025-05-19,2025-06-10,2025-06-16,picked_up,Ford,Explorer,2025,1,SUV,front_end,moderate,runs_and_drives,salvage,1040,0.81,34,22,1,0,1,100,26,73.9,2025-05-19 15:49:00,2025-06-21 14:49:00
VEH005083,CLM005083,P013,YARD_OKC_01,2025-03-31,2025-05-07,,sold_pending_pickup,Kia,Optima,2019,7,sedan,front_end,severe,forklift_required,salvage,500,0.46,40,37,1,1,0,100,98,74.7,2025-03-31 13:08:00,2025-04-29 18:08:00
VEH005084,CLM005084,P004,YARD_OKC_01,2025-03-31,2025-05-24,2025-05-28,picked_up,Honda,Accord,2010,16,sedan,theft_recovery,minor,heavy_equipment_required,salvage,4774,0.30,60,54,1,0,1,95,100,72.9,2025-03-31 10:34:00,2025-05-02 15:34:00
VEH005085,CLM005085,P014,YARD_AUS_01,2025-06-19,,,listed,Toyota,Camry,2012,14,sedan,mechanical,moderate,runs_and_drives,salvage,500,0.62,43,,1,1,0,95,24,71.4,2025-06-19 15:35:00,2025-06-23 20:35:00
VEH005086,CLM005086,P007,YARD_AUS_01,2025-07-12,2025-08-22,2025-08-26,picked_up,Ram,3500,2018,8,heavy_vehicle,side,moderate,forklift_required,salvage,3885,0.68,39,41,1,1,0,100,76,69.8,2025-07-12 12:54:00,2025-08-06 18:54:00
VEH005087,CLM005087,P014,YARD_HOU_01,2025-07-15,2025-08-16,,sold_pending_pickup,Nissan,Rogue,2016,10,SUV,front_end,moderate,runs_and_drives,rebuilt,500,0.58,36,32,1,0,1,100,28,73.5,2025-07-15 15:36:00,2025-07-17 16:36:00
